"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
745478;2026-01-13;"terça-feira";"21:30:00";"MG";40;629,4;"CONSELHEIRO LAFAIETE";"Velocidade Incompatível";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Simples";"Ponte";"Não";1;0;1;0;0;0;1;1;-20,656461;-43,803378;"SPRF-MG";"DEL05-MG";"UOP02-DEL05-MG"
745480;2026-01-13;"terça-feira";"21:40:00";"SP";153;69;"SAO JOSE DO RIO PRETO";"Animais na Pista";"Atropelamento de Animal";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Curva";"Sim";1;0;0;0;1;0;0;1;-20,851238;-49,398208;"SPRF-SP";"DEL09-SP";"UOP01-DEL09-SP"
745481;2026-01-13;"terça-feira";"18:15:00";"PR";153;7,3;"JACAREZINHO";"Afundamento ou ondulação no pavimento";"Tombamento";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Simples";"Em Obras;Reta";"Não";1;0;1;0;0;0;1;1;-23,05730488;-49,93051023;"SPRF-PR";"DEL07-PR";"UOP04-DEL07-PR"
745482;2026-01-13;"terça-feira";"20:00:00";"PR";116;12;"COLOMBO";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Curva";"Sim";1;0;1;0;0;0;1;1;-25,37319544;-49,14405012;"SPRF-PR";"DEL01-PR";"UOP02-DEL01-PR"
745485;2026-01-13;"terça-feira";"21:30:00";"PR";277;5;"FOZ DO IGUACU";"Conversão proibida";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Declive";"Sim";3;0;2;0;1;0;2;2;-25,53396126;-54,52840805;"SPRF-PR";"DEL05-PR";"UOP04-DEL05-PR"
745487;2026-01-13;"terça-feira";"22:13:00";"SC";101;156;"ITAPEMA";"Avarias e/ou desgaste excessivo no pneu";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-27,06600774;-48,59578997;"SPRF-SC";"DEL04-SC";"UOP03-DEL04-SC"
745488;2026-01-13;"terça-feira";"23:15:00";"SC";101;132;"BALNEARIO CAMBORIU";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Múltipla";"Reta";"Sim";3;0;3;0;0;0;3;2;-26,99889;-48,648455;"SPRF-SC";"DEL04-SC";"UOP03-DEL04-SC"
745490;2026-01-13;"terça-feira";"23:15:00";"MG";262;370;"JUATUBA";"Reação tardia ou ineficiente do condutor";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Aclive;Reta";"Não";2;0;0;1;1;0;1;2;-19,93698395;-44,39047015;"SPRF-MG";"DEL01-MG";"UOP03-DEL01-MG"
745491;2026-01-13;"terça-feira";"18:50:00";"RJ";393;142;"SAPUCAIA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Sim";2;0;0;1;1;0;1;2;-22,03946814;-42,99031952;"SPRF-RJ";"DEL05-RJ";"UOP01-DEL05-RJ"
745494;2026-01-14;"quarta-feira";"00:30:00";"PR";376;543,3;"PALMEIRA";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-25,42236993;-49,76511095;"SPRF-PR";"DEL03-PR";"UOP03-DEL03-PR"
745498;2026-01-14;"quarta-feira";"00:29:00";"MT";163;678;"LUCAS DO RIO VERDE";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Em Obras;Desvio Temporário;Curva";"Não";27;0;9;0;18;0;9;1;-13,149509;-55,970904;"SPRF-MT";"DEL06-MT";"UOP01-DEL06-MT"
745499;2026-01-14;"quarta-feira";"02:53:00";"SP";116;321;"JUQUITIBA";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-23,92360099;-46,99261884;"SPRF-SP";"DEL04-SP";"UOP03-DEL04-SP"
745501;2026-01-14;"quarta-feira";"04:00:00";"MG";40;580;"ITABIRITO";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Curva;Declive";"Não";2;0;2;0;0;0;2;1;-20,295056;-43,937866;"SPRF-MG";"DEL01-MG";"UOP02-DEL01-MG"
745502;2026-01-14;"quarta-feira";"05:50:00";"RS";116;299;"GUAIBA";"Condutor usando celular";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-30,112468;-51,344618;"SPRF-RS";"DEL02-RS";"UOP01-DEL02-RS"
745507;2026-01-14;"quarta-feira";"06:14:00";"MS";60;417,5;"SIDROLANDIA";"Demais falhas mecânicas ou elétricas";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Retorno Regulamentado;Reta;Aclive";"Não";2;0;2;0;0;0;2;1;-20,8990209;-54,89992746;"SPRF-MS";"DEL01-MS";"UOP04-DEL01-MS"
745508;2026-01-14;"quarta-feira";"04:15:00";"AL";101;33,9;"JOAQUIM GOMES";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Ignorado";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;-9,11460458;-35,76433746;"SPRF-AL";"DEL01-AL";"UOP02-DEL01-AL"
745509;2026-01-14;"quarta-feira";"07:00:00";"PR";116;126;"FAZENDA RIO GRANDE";"Condutor desrespeitou a iluminação vermelha do semáforo";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta;Interseção de Vias";"Sim";3;0;1;0;2;0;1;2;-25,637117;-49,313042;"SPRF-PR";"DEL01-PR";"UOP03-DEL01-PR"
745510;2026-01-14;"quarta-feira";"06:45:00";"SC";470;6;"NAVEGANTES";"Velocidade Incompatível";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";4;0;1;2;1;0;3;4;-26,8537912;-48,7065624;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
745511;2026-01-14;"quarta-feira";"06:50:00";"DF";70;19;"BRASILIA";"Reação tardia ou ineficiente do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Dupla";"Reta;Aclive";"Não";1;0;1;0;0;0;1;1;-15,78914041;-48,22019074;"SPRF-DF";"DEL03-DF";"UOP02-DEL03-DF"
745512;2026-01-13;"terça-feira";"21:00:00";"BA";116;303;"TUCANO";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;1;1;0;0;0;1;1;-11,202255;-38,874209;"SPRF-BA";"DEL07-BA";"UOP02-DEL07-BA"
745513;2026-01-14;"quarta-feira";"07:20:00";"SC";101;84,3;"BARRA VELHA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-26,62600463;-48,71112283;"SPRF-SC";"DEL03-SC";"UOP02-DEL03-SC"
745514;2026-01-14;"quarta-feira";"07:00:00";"PR";376;536,3;"PALMEIRA";"Carga excessiva e/ou mal acondicionada";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Aclive;Reta";"Não";1;0;0;1;0;0;1;1;-25,375172;-49,814372;"SPRF-PR";"DEL03-PR";"UOP03-DEL03-PR"
745515;2026-01-14;"quarta-feira";"06:45:00";"ES";101;285;"CARIACICA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";3;0;2;0;1;0;2;2;-20,262061;-40,379552;"SPRF-ES";"DEL01-ES";"UOP01-DEL01-ES"
745517;2026-01-14;"quarta-feira";"07:17:00";"PB";101;88;"JOAO PESSOA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;1;0;0;1;1;2;-7,173245;-34,898148;"SPRF-PB";"DEL01-PB";"UOP01-DEL01-PB"
745518;2026-01-14;"quarta-feira";"06:45:00";"MA";135;8;"SAO LUIS";"Velocidade Incompatível";"Saída de leito carroçável";"Sem Vítimas";"Amanhecer";"Crescente";"Nublado";"Dupla";"Reta";"Não";1;0;0;0;1;0;0;1;-2,61520101;-44,32068944;"SPRF-MA";"DEL01-MA";"UOP01-DEL01-MA"
745519;2026-01-14;"quarta-feira";"05:50:00";"MG";40;519,2;"CONTAGEM";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Sim";4;0;2;0;2;0;2;3;-19,8458608;-44,0736137;"SPRF-MG";"DEL01-MG";"UOP02-DEL01-MG"
745520;2026-01-14;"quarta-feira";"07:17:00";"RN";427;111;"SAO FERNANDO";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;0;1;0;0;1;1;-6,447832;-37,143807;"SPRF-RN";"DEL03-RN";"UOP01-DEL03-RN"
745521;2026-01-13;"terça-feira";"23:00:00";"RJ";116;187;"NOVA IGUACU";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Sol";"Dupla";"Reta";"Sim";3;0;0;1;2;0;1;3;-22,7395204;-43,46435873;"SPRF-RJ";"DEL06-RJ";"UOP01-DEL06-RJ"
745526;2026-01-14;"quarta-feira";"07:50:00";"GO";70;2,2;"AGUAS LINDAS DE GOIAS";"Condutor deixou de manter distância do veículo da frente";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Declive";"Sim";2;0;1;0;1;0;1;2;-15,761915;-48,237095;"SPRF-DF";"DEL03-DF";"UOP02-DEL03-DF"
745528;2026-01-14;"quarta-feira";"08:10:00";"PR";116;112;"CURITIBA";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-25,55056;-49,282673;"SPRF-PR";"DEL01-PR";"UOP03-DEL01-PR"
745532;2026-01-14;"quarta-feira";"06:59:00";"MG";116;701,7;"MURIAE";"Condutor deixou de manter distância do veículo da frente";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";6;0;1;0;5;0;1;4;-21,120595;-42,379932;"SPRF-MG";"DEL07-MG";"UOP02-DEL07-MG"
745533;2026-01-14;"quarta-feira";"07:50:00";"MS";163;484;"CAMPO GRANDE";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;1;0;2;0;1;2;-20,446571;-54,541182;"SPRF-MS";"DEL01-MS";"UOP02-DEL01-MS"
745536;2026-01-14;"quarta-feira";"08:00:00";"RJ";40;115;"DUQUE DE CAXIAS";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;2;-22,7313029;-43,28905106;"SPRF-RJ";"DEL01-RJ";"UOP02-DEL01-RJ"
745542;2026-01-14;"quarta-feira";"09:35:00";"RS";116;150;"CAXIAS DO SUL";"Condutor desrespeitou a iluminação vermelha do semáforo";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Interseção de Vias";"Sim";4;0;2;0;2;0;2;2;-29,170219;-51,15913;"SPRF-RS";"DEL05-RS";"UOP01-DEL05-RS"
745546;2026-01-14;"quarta-feira";"05:15:00";"MT";163;652;"LUCAS DO RIO VERDE";"Chuva";"Saída de leito carroçável";"Sem Vítimas";"Amanhecer";"Crescente";"Chuva";"Simples";"Em Obras;Reta";"Não";1;0;0;0;1;0;0;1;-13,3311;-56,051;"SPRF-MT";"DEL06-MT";"UOP01-DEL06-MT"
745547;2026-01-14;"quarta-feira";"10:00:00";"PR";369;142,8;"IBIPORA";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-23,29284525;-51,0925734;"SPRF-PR";"DEL07-PR";"UOP01-DEL07-PR"
745548;2026-01-14;"quarta-feira";"10:00:00";"SC";101;144;"ITAPEMA";"Reação tardia ou ineficiente do condutor";"Engavetamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";3;0;0;0;2;1;0;3;-27,07397845;-48,59691462;"SPRF-SC";"DEL04-SC";"UOP03-DEL04-SC"
745550;2026-01-02;"sexta-feira";"14:15:00";"AL";316;243;"ATALAIA";"Transitar na contramão";"Colisão lateral sentido oposto";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva;Declive";"Não";3;1;2;0;0;0;2;3;-9,5083058;-36,0167755;"SPRF-AL";"DEL01-AL";"UOP01-DEL01-AL"
745556;2026-01-10;"sábado";"18:40:00";"SC";280;163,4;"MAFRA";"Acessar a via sem observar a presença dos outros veículos";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Chuva";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-26,19407;-49,79824;"SPRF-SC";"DEL06-SC";"UOP01-DEL06-SC"
745563;2026-01-14;"quarta-feira";"10:25:00";"PR";277;121,4;"CAMPO LARGO";"Pedestre - Ingestão de álcool/ substâncias psicoativas";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Interseção de Vias;Reta";"Sim";1;0;1;0;0;0;1;1;-25,44504225;-49,4991431;"SPRF-PR";"DEL03-PR";"UOP03-DEL03-PR"
745568;2026-01-14;"quarta-feira";"17:45:00";"RS";285;569,6;"SAO LUIZ GONZAGA";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseção de Vias;Reta";"Sim";2;0;1;0;1;0;1;2;-28,41491303;-54,97443644;"SPRF-RS";"DEL12-RS";"UOP01-DEL12-RS"
745570;2026-01-14;"quarta-feira";"20:00:00";"PR";116;1;"CAMPINA GRANDE DO SUL";"Reação tardia ou ineficiente do condutor";"Colisão com objeto";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";1;0;0;0;0;1;0;1;-25,346445;-49,046547;"SPRF-PR";"DEL01-PR";"UOP02-DEL01-PR"
745573;2026-01-14;"quarta-feira";"10:25:00";"MG";116;767,7;"LEOPOLDINA";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-21,5425309;-42,6556261;"SPRF-MG";"DEL07-MG";"UOP01-DEL07-MG"
745574;2026-01-14;"quarta-feira";"11:50:00";"SC";101;0,2;"FLORIANOPOLIS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Múltipla";"Declive";"Não";2;0;1;0;1;0;1;2;-27,5984017;-48,57362358;"SPRF-SC";"DEL03-SC";"UOP01-DEL03-SC"
745576;2026-01-14;"quarta-feira";"17:00:00";"PB";230;462,9;"SOUSA";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Simples";"Reta;Interseção de Vias";"Sim";3;0;0;2;0;1;2;2;-6,778695;-38,236592;"SPRF-PB";"DEL03-PB";"UOP03-DEL03-PB"
745580;2026-01-14;"quarta-feira";"15:25:00";"SP";116;216;"GUARULHOS";"Ausência de reação do condutor";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Viaduto;Reta";"Sim";6;1;0;1;4;0;1;2;-23,455368;-46,473951;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
745582;2026-01-14;"quarta-feira";"19:40:00";"MT";163;1059;"GUARANTA DO NORTE";"Reação tardia ou ineficiente do condutor";"Capotamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-10,003381;-54,907624;"SPRF-MT";"DEL06-MT";"UOP03-DEL06-MT"
745583;2026-01-14;"quarta-feira";"13:30:00";"SP";116;215;"GUARULHOS";"Avarias e/ou desgaste excessivo no pneu";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Reta";"Sim";2;0;2;0;0;0;2;1;-23,44955821;-46,46033859;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
745584;2026-01-14;"quarta-feira";"17:00:00";"RJ";101;513;"ANGRA DOS REIS";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Nublado";"Simples";"Rotatória";"Sim";2;0;1;1;0;0;2;2;-22,97765553;-44,44563866;"SPRF-RJ";"DEL03-RJ";"UOP03-DEL03-RJ"
745586;2026-01-14;"quarta-feira";"14:30:00";"RJ";101;230;"SILVA JARDIM";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Não";3;0;2;0;1;0;2;1;-22,53809919;-42,34504979;"SPRF-RJ";"DEL02-RJ";"UOP03-DEL02-RJ"
745587;2026-01-14;"quarta-feira";"20:00:00";"MG";262;35,2;"MANHUACU";"Ultrapassagem Indevida";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva;Declive";"Sim";2;0;2;0;0;0;2;2;-20,260292;-42,032708;"SPRF-MG";"DEL06-MG";"UOP03-DEL06-MG"
745588;2026-01-14;"quarta-feira";"19:30:00";"RJ";101;516;"ANGRA DOS REIS";"Pedestre cruzava a pista fora da faixa";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Não";2;1;0;0;1;0;0;2;-22,96945733;-44,43969727;"SPRF-RJ";"DEL03-RJ";"UOP03-DEL03-RJ"
745589;2026-01-14;"quarta-feira";"13:00:00";"RJ";356;148;"CAMPOS DOS GOYTACAZES";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;1;0;2;0;1;3;-21,777953;-41,288812;"SPRF-RJ";"DEL08-RJ";"UOP02-DEL08-RJ"
745590;2026-01-14;"quarta-feira";"16:30:00";"PR";369;187;"ARAPONGAS";"Conversão proibida";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;2;0;0;0;2;2;-23,41281103;-51,42717525;"SPRF-PR";"DEL07-PR";"UOP03-DEL07-PR"
745591;2026-01-14;"quarta-feira";"12:17:00";"PB";230;9;"CABEDELO";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-7,039712;-34,844494;"SPRF-PB";"DEL01-PB";"UOP01-DEL01-PB"
745592;2026-01-14;"quarta-feira";"20:10:00";"SC";101;415,2;"ARARANGUA";"Conversão proibida";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;0;1;2;0;1;2;-28,970316;-49,526384;"SPRF-SC";"DEL02-SC";"UOP02-DEL02-SC"
745593;2026-01-14;"quarta-feira";"18:40:00";"PR";277;701;"SAO MIGUEL DO IGUACU";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";4;0;0;1;3;0;1;1;-25,413032;-54,340042;"SPRF-PR";"DEL05-PR";"UOP01-DEL05-PR"
745596;2026-01-14;"quarta-feira";"20:30:00";"RJ";40;52;"PETROPOLIS";"Ingestão de álcool pelo condutor";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Curva;Aclive";"Não";2;0;1;0;0;1;1;1;-22,33590524;-43,13333273;"SPRF-RJ";"DEL05-RJ";"UOP02-DEL05-RJ"
745598;2026-01-14;"quarta-feira";"15:15:00";"PA";163;975;"SANTAREM";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-2,64475807;-54,79190525;"SPRF-PA";"DEL05-PA";"UOP01-DEL05-PA"
745600;2026-01-14;"quarta-feira";"22:25:00";"SC";280;28,9;"ARAQUARI";"Demais falhas mecânicas ou elétricas";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Sim";2;0;2;0;0;0;2;1;-26,413753;-48,760412;"SPRF-SC";"DEL03-SC";"UOP03-DEL03-SC"
745601;2026-01-14;"quarta-feira";"16:05:00";"MG";381;749,3;"TRES CORACOES";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Declive;Reta";"Não";3;0;3;0;0;0;3;1;-21,626109;-45,26898;"SPRF-MG";"DEL16-MG";"UOP02-DEL16-MG"
745602;2026-01-14;"quarta-feira";"16:20:00";"SC";101;3,5;"ARARANGUA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Sim";3;0;0;1;2;0;1;2;-28,946934;-49,50496;"SPRF-SC";"DEL03-SC";"UOP01-DEL03-SC"
745603;2026-01-14;"quarta-feira";"17:00:00";"CE";116;23,5;"EUSEBIO";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;2;0;1;0;2;2;-3,93611691;-38,50865412;"SPRF-CE";"DEL01-CE";"UOP02-DEL01-CE"
745604;2026-01-14;"quarta-feira";"17:55:00";"RO";364;13;"VILHENA";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Rotatória";"Sim";1;0;1;0;0;0;1;1;-12,74083794;-60,132116;"SPRF-RO";"DEL04-RO";"UOP01-DEL04-RO"
745605;2026-01-14;"quarta-feira";"16:50:00";"PB";101;107;"ALHANDRA";"Ausência de reação do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Não";3;0;0;0;3;0;0;3;-7,33425943;-34,94758397;"SPRF-PB";"DEL01-PB";"UOP01-DEL01-PB"
745606;2026-01-14;"quarta-feira";"19:40:00";"RO";364;447;"JARU";"Acostamento em desnível";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Simples";"Reta";"Não";2;0;0;1;1;0;1;1;-10,34674497;-62,59234875;"SPRF-RO";"DEL03-RO";"UOP02-DEL03-RO"
745607;2026-01-14;"quarta-feira";"21:45:00";"PE";101;77,3;"RECIFE";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Retorno Regulamentado;Reta";"Sim";3;0;2;0;1;0;2;2;-8,13115;-34,945393;"SPRF-PE";"DEL01-PE";"UOP01-DEL01-PE"
745609;2026-01-14;"quarta-feira";"20:30:00";"PE";428;185,6;"PETROLINA";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-9,345644;-40,47344;"SPRF-PE";"DEL06-PE";"UOP01-DEL06-PE"
745610;2026-01-14;"quarta-feira";"21:29:00";"TO";10;454;"PALMAS";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;2;-10,32793488;-48,29797326;"SPRF-TO";"DEL01-TO";"UOP03-DEL01-TO"
745611;2026-01-14;"quarta-feira";"12:00:00";"PR";373;224,9;"IMBITUVA";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta;Aclive";"Não";1;0;0;1;0;0;1;1;-25,175663;-50,617213;"SPRF-PR";"DEL03-PR";"UOP01-DEL03-PR"
745612;2026-01-14;"quarta-feira";"18:30:00";"PB";230;22;"JOAO PESSOA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Múltipla";"Reta";"Não";3;0;2;1;0;0;3;2;-7,153788;-34,855495;"SPRF-PB";"DEL01-PB";"UOP01-DEL01-PB"
745615;2026-01-14;"quarta-feira";"18:50:00";"PB";101;82,7;"BAYEUX";"Condutor deixou de manter distância do veículo da frente";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Viaduto;Reta";"Sim";5;0;0;1;4;0;1;5;-7,13229063;-34,9311474;"SPRF-PB";"DEL01-PB";"UOP01-DEL01-PB"
745617;2026-01-14;"quarta-feira";"19:30:00";"MG";40;493,9;"ESMERALDAS";"Pedestre andava na pista";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Declive;Reta";"Não";4;1;0;0;3;0;0;2;-19,652469;-44,198901;"SPRF-MG";"DEL02-MG";"UOP01-DEL02-MG"
745618;2026-01-14;"quarta-feira";"21:55:00";"RS";290;101;"PORTO ALEGRE";"Entrada inopinada do pedestre";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Não";3;0;1;0;1;1;1;2;-29,98584;-51,251233;"SPRF-RS";"DEL01-RS";"UOP01-DEL01-RS"
